FantraxName,FantraxTeam,FantraxPosition,FantraxPlayerId,FangraphsName,FangraphsTeam,FangraphsPosition,FangraphsPlayerId
Hayden Jennings,WSH,OF,*02n0d*,,,,
Robin Jennings,WSH,OF,*0152r*,,,,
Kyle Jensen,(N/A),OF,*021qy*,,,,
Michael Jensen,CHC,SP,*02ykt*,,,,
Kevin Jepsen,(N/A),RP,*014uc*,,,,
Miguel Jerez,(N/A),OF,*04ydc*,,,,
Logan Jernigan,SD,P,*03dop*,,,,
Brian Jeroloman,TOR,C,*01tkt*,,,,
Jason Jester,SD,P,*03duq*,,,,
Bud Jeter,ARI,P,*0315e*,,,,
Tommy Jew,STL,OF,*0519t*,,,,
Jin-De Jhang,PIT,C,*02yok*,,,,
A.J. Jimenez,TEX,C,*025d1*,,,,
Domingo Jimenez,(N/A),RP,*061ta*,,,,
Eswarlin Jimenez,LAA,SP,*03be3*,,,,
Francisco Jimenez,(N/A),SP,*05r0p*,,,,
Hendry Jimenez,WSH,2B,*025dl*,,,,
Jhonny Jimenez,LAD,RP,*05r65*,,,,
Luis Jimenez,(N/A),3B,*02x3e*,,,,
Luis Jimenez,TEX,RP,*03mgm*,,,,
Romy Jimenez,MIN,OF,*02yad*,,,,
Sebastian Jimenez,(N/A),RP,*05r60*,,,,
Wilmer Jimenez,KC,RP,*04vez*,,,,
Charlton Jimerson,MIN,OF,*000ul*,,,,
Johendi Jiminian,COL,SP,*02ao0*,,,,
Cesar Jimenez,(N/A),RP,*004dx*,,,,
Daniel Jipping,COL,OF,*04etn*,,,,
Waldis Joaquin,DET,RP,*01gln*,,,,
Nick Jobst,BAL,P,*041z6*,,,,
Jordan John,DET,P,*02mzw*,,,,
Ben Johnson,COL,OF,*03uy8*,,,,
Blake Johnson,KC,SP,*01u78*,,,,
Boby Johnson,COL,P,*04pzk*,,,,
Brandon Johnson,KC,SP,*0658a*,,,,
Brett Johnson,ARI,OF,*066cz*,,,,
Bryar Johnson,KC,P,*04es8*,,,,
Chad Johnson,KC,C,*02mza*,,,,
Chase Johnson,(N/A),SP,*031no*,,,,
Chris Johnson,CHW,1B,*01cx8*,,,,
CoCo Johnson,MIA,OF,*0374q*,,,,
Cody Johnson,ATL,OF,*01sjh*,,,,
DJ Johnson,(N/A),RP,*04any*,,,,
Drasen Johnson,COL,SP,*03yut*,,,,
Erik Johnson,(N/A),SP,*02br6*,,,,
Graham Johnson,MIA,P,*02hsb*,,,,
Hobbs Johnson,MIL,P,*0313k*,,,,
Jacob Johnson,CIN,SP,*025ks*,,,,
Jamie Johnson,DET,OF,*021r1*,,,,
Jared Johnson,WSH,P,*04eq1*,,,,
Jay Johnson,PHI,RP,*03d5h*,,,,
Jeffrey Johnson,CLE,P,*02bxk*,,,,
Jeremy Johnson,CLE,P,*02hcc*,,,,
Joe Johnson,BAL,RP,*04aqa*,,,,
Jordan Johnson,SF,SP,*03dup*,,,,
Josh Johnson,WSH,SS,*02ymd*,,,,
Kaleo Johnson,(N/A),3B,*04z93*,,,,
Kelly Johnson,(N/A),"2B,3B,OF",*000f0*,,,,
Kris Johnson,(N/A),SP,*01sga*,,,,
Kyle Johnson,LAA,OF,*02ndy*,,,,
Marques Johnson,BOS,SP,*065v4*,,,,
Matty Johnson,BOS,OF,*03apa*,,,,
Michael Johnson,SD,C,*021r2*,,,,
Michael Johnson,LAD,P,*03751*,,,,
Nick Johnson,CHW,P,*04q3k*,,,,
Rob Johnson,SD,C,*000tn*,,,,
Ryan Johnson,(N/A),1B,*05zq4*,,,,
Sherman Johnson,(N/A),1B,*02n5q*,,,,
Stephen Johnson,SF,RP,*02y2t*,,,,
Steve Johnson,BAL,RP,*01sg8*,,,,
Trent Johnson,NYM,P,*04206*,,,,
Zachary Johnson,HOU,3B,*02c1u*,,,,
Connor Johnstone,ATL,SP,*05rg1*,,,,
Eric Jokisch,(N/A),RP,*02hkn*,,,,
Brent Jones,ARI,P,*03dbn*,,,,
Charles Jones,SF,OF,*0279c*,,,,
Chris Jones,LAA,SP,*03xxw*,,,,
Christopher Jones,BOS,P,*021r3*,,,,
Cody Jones,KC,OF,*03qls*,,,,
Corey Jones,DET,2B,*026my*,,,,
Cory Jones,STL,RP,*02tou*,,,,
Derek Jones,BAL,OF,*02bzx*,,,,
Deundre Jones,BOS,OF,*066dm*,,,,
Devin Jones,BAL,P,*02bwl*,,,,
Duanel Jones,SD,3B,*021r4*,,,,
Garrett Jones,(N/A),1B,*000b3*,,,,
Hunter Jones,CHW,OF,*02hkq*,,,,
James Jones,TEX,OF,*01sup*,,,,
Jared Jones,(N/A),C,*05u30*,,,,
Justin Jones,CHW,P,*02h9o*,,,,
Mycal Jones,ATL,SS,*01utn*,,,,
Nate Jones,(N/A),RP,*01to9*,,,,
Penn Jones,(N/A),RP,*060ug*,,,,
Pierce Jones,SD,OF,*057w0*,,,,
Richard Jones,CHC,OF,*021r6*,,,,
Travis Jones,(N/A),1B,*04m8x*,,,,
Tyler Jones,MIN,P,*02byn*,,,,
Wesley Jones,COL,SS,*03auc*,,,,
Zack Jones,MIN,RP,*02myn*,,,,
Andrew Jordan,CIN,P,*03qr7*,,,,
Kevin Jordan,NYY,OF,*02hqb*,,,,
Mitchell Jordan,OAK,P,*041vc*,,,,
Taylor Jordan,(N/A),RP,*02hao*,,,,
Dominic Jose,NYY,OF,*02c1w*,,,,
Caleb Joseph,(N/A),C,*01ubf*,,,,
Donnie Joseph,(N/A),RP,*01srt*,,,,
Luis Joseph,SEA,2B,*0410g*,,,,
Manuel Joseph,DET,SS,*037ac*,,,,
Tommy Joseph,(N/A),1B,*01sy7*,,,,
Jake Joyce,WSH,P,*03177*,,,,
Matt Joyce,(N/A),OF,*005gw*,,,,
Terrell Joyce,HOU,OF,*02n45*,,,,
Chandler Jozwiak,MIA,RP,*060u4*,,,,
Josh Judy,SEA,RP,*021r7*,,,,
Matt Juengel,MIA,3B,*02ndb*,,,,
Taylor Jungmann,(N/A),SP,*01ucf*,,,,
Jair Jurrjens,LAD,SP,*000sx*,,,,
Francisco Justo,STL,P,*04pwi*,,,,
Salvador Justo,COL,RP,*04apm*,,,,
Kala Ka'aihue,ATL,1B,*01siu*,,,,
Kila Ka'aihue,MIA,1B,*013vm*,,,,
Kevin Kaczmarski,NYM,OF,*03qo9*,,,,
Mike Kaelin,LAA,P,*041yx*,,,,
L.J. Kalawaia,LAA,"C,OF",*04243*,,,,
Jake Kalish,LAA,SP,*03zuu*,,,,
Justin Kamplain,NYY,P,*03dql*,,,,
David Kandilas,COL,OF,*02ymo*,,,,
Chihiro Kaneko,(N/A),SP,*03mlr*,,,,
Kyeong Kang,TB,OF,*01srl*,,,,
Jason Kanzler,MIN,OF,*031fu*,,,,
Jacob Kapstein,DET,1B,*03mqy*,,,,
Zach Kapstein,BOS,C,*02i3n*,,,,
Reece Karalus,TB,P,*03qn8*,,,,
Steven Karkenny,MIL,1B,*03qv9*,,,,
Nate Karns,(N/A),SP,*02hc7*,,,,
Andrew Karp,WSH,P,*04prh*,,,,
Brendan Katin,MIL,OF,*028e1*,,,,
Alex Katz,(N/A),RP,*04aq2*,,,,
Mason Katz,STL,2B,*0316g*,,,,
Michael Katz,NYM,"1B,OF",*03dhc*,,,,
Branden Kaupe,NYM,SS,*02myo*,,,,
Munenori Kawasaki,CHC,2B,*02i1l*,,,,
Grant Kay,(N/A),2B,*0407y*,,,,
Nick Kaye,TEX,OF,*03qsd*,,,,
Sean Kazmar Jr.,(N/A),SS,*010jo*,,,,
Scott Kazmir,(N/A),SP,*000e4*,,,,
Luke Keaschall,(N/A),2B,*05zh9*,,,,
Matt Keating,NYY,SP,*0657j*,,,,
Patrick Keating,KC,RP,*01u79*,,,,
Josh Keaton,BAL,P,*04ekr*,,,,
Andrew Keck,ATL,C,*066d5*,,,,
Cody Keefer,MIA,OF,*02n6i*,,,,
Jerry Keel,(N/A),SP,*03qo3*,,,,
Tyler Keele,ARI,P,*041z5*,,,,
Aidan Keenan,(N/A),SS,*05zq2*,,,,
Kevin Kelleher,BOS,P,*03qqc*,,,,
Jon Keller,(N/A),RP,*02hl3*,,,,
Chris Kelley,WSH,SP,*01oo2*,,,,
Christian Kelley,(N/A),C,*03qps*,,,,
Shawn Kelley,(N/A),RP,*01cho*,,,,
Branden Kelliher,OAK,P,*03dgw*,,,,
Casey Kelly,SF,RP,*01fcp*,,,,
Jairo Kelly,CLE,SS,*02yxk*,,,,
Justin Kelly,ATL,RP,*04muh*,,,,
Kenny Kelly,CHW,OF,*01544*,,,,
Parker Kelly,STL,P,*04q1t*,,,,
Parker Kelly,COL,3B,*0665q*,,,,
Pat Kelly,MIN,2B,*03dj9*,,,,
Ryan Kelly,SEA,RP,*027gl*,,,,
Blake Kelso,WSH,3B,*027ca*,,,,
Jake Kelzer,PHI,P,*03du1*,,,,
Otto Kemp,PHI,3B,*066al*,,,,
Trenton Kemp,BOS,OF,*03dp1*,,,,
Cody Kendall,TEX,P,*02n1r*,,,,
Ian Kendall,TB,P,*02hhv*,,,,
Will Kendall,PIT,RP,*03c9j*,,,,
Conner Kendrick,NYY,P,*031cn*,,,,
Howie Kendrick,(N/A),"1B,2B",*000hs*,,,,
Kolton Kendrick,MIN,1B,*03qna*,,,,
Kyle Kendrick,(N/A),SP,*000hm*,,,,
Allan J. Kennedy,SD,C,*03wmi*,,,,
Garrett Kennedy,LAD,C,*03qrz*,,,,
Nick Kennedy,COL,P,*04egx*,,,,
Matt Kennelly,ATL,C,*02yxe*,,,,
Sam Kennelly,PIT,2B,*03mr0*,,,,
Logan Kensing,DET,RP,*000qv*,,,,
Barrett Kent,(N/A),SP,*067xl*,,,,
Matt Kent,MIA,RP,*03qr5*,,,,
Steven Kent,ATL,SP,*02796*,,,,
Jeff Keppinger,(N/A),3B,*0002v*,,,,
David Kerian,WSH,1B,*03qns*,,,,
Kade Kern,(N/A),OF,*05zh8*,,,,
Jimmy Kerrigan,(N/A),OF,*05uxz*,,,,
Jason Kershner,PHI,P,*0057o*,,,,
Sebastian Kessay,HOU,P,*031gg*,,,,
Sam Kessler,DET,RP,*05gso*,,,,
Brent Keys,MIA,OF,*02hez*,,,,
Denton Keys,PHI,P,*0317l*,,,,
J.C. Keys,CIN,P,*051ho*,,,,
Tyler Keysor,CIN,RP,*05y01*,,,,
Jon Kibler,DET,RP,*021rg*,,,,
Mike Kickham,(N/A),RP,*025en*,,,,
Dean Kiekhefer,(N/A),RP,*03lsd*,,,,
Hunter Kiel,CHW,P,*04eq9*,,,,
Bobby Kielty,SD,OF,*000b8*,,,,
Roger Kieschnick,LAA,OF,*01sk1*,,,,
Brad Kilby,OAK,RP,*01lan*,,,,
Gavin Kilen,(N/A),SS,*05yd3*,,,,
John Kilichowski,STL,P,*041w7*,,,,
Keylan Killgore,PHI,P,*04pzx*,,,,
Trey Killian,COL,P,*03qny*,,,,
Jae-hwan Kim,(N/A),OF,*05ajf*,,,,
Seong-Min Kim,OAK,C,*03asj*,,,,
Sun-Woo Kim,SF,P,*0154y*,,,,
Corey Kimber,SD,P,*02ne5*,,,,
Eric Kimber,KC,RP,*0406m*,,,,
Josh Kimborowicz,TB,P,*0315t*,,,,
Matt Kimbrel,ATL,RP,*03ao3*,,,,
Dace Kime,CLE,P,*02hj5*,,,,
Corey Kimes,MIN,P,*02c4f*,,,,
Samuel Kimmel,BAL,C,*02n8g*,,,,
Brendan King,CHC,P,*04ery*,,,,
Dylan King,LAA,P,*03r04*,,,,
Garett King,DET,P,*04eky*,,,,
Jason King,DET,3B,*02bss*,,,,
Kyle Kinman,ATL,P,*03dwv*,,,,
Jake Kinney,(N/A),SP,*061rp*,,,,
Ian Kinsler,(N/A),2B,*00019*,,,,
Jordan Kipper,LAA,P,*03dh0*,,,,
Ryan Kirby,SF,1B,*041wp*,,,,
Antwoin Kirby-Jones,OAK,1B,*01uwf*,,,,
Austin Kirk,CHC,SP,*01vxo*,,,,
Trevor Kirk,NYY,SP,*066fy*,,,,
Michael Kirkman,MIL,RP,*01uwl*,,,,
Christopher Kirsch,TB,P,*02hmb*,,,,
Zach Kirtley,STL,2B,*04egn*,,,,
Alec Kisena,DET,P,*03qti*,,,,
Kale Kiser,CHW,OF,*02ncd*,,,,
Yujo Kitagata,LAD,SP,*05l1k*,,,,
Ross Kivett,DET,"2B,OF",*031cv*,,,,
Patrick Kivlehan,(N/A),OF,*02myu*,,,,
Brock Kjeldgaard,MIL,OF,*027rt*,,,,
Blake Klassen,WSH,1B,*065jc*,,,,
George Klassen,(N/A),RP,*067xm*,,,,
Dan Klein,BAL,RP,*025dr*,,,,
Phil Klein,PHI,RP,*03h52*,,,,
Barrett Kleinknecht,ATL,SS,*02hla*,,,,
Ben Klimesh,CIN,P,*02n6a*,,,,
Alexander Kline,PHI,RP,*0496s*,,,,
Branden Kline,(N/A),RP,*02h94*,,,,
Brandon Kloess,CHW,RP,*02i30*,,,,
Christian Knapczyk,(N/A),2B,*05yc6*,,,,
Aaron Knapp,MIA,OF,*041u1*,,,,
Jason Knapp,CLE,SP,*01gt1*,,,,
Marcus Knecht,TOR,OF,*023wj*,,,,
Tyler Knigge,PHI,P,*02hlp*,,,,
Austin Knight,(N/A),3B,*05tuv*,,,,
Dusten Knight,(N/A),RP,*05rbl*,,,,
Nash Knight,TEX,3B,*05y08*,,,,
Collin Kober,SEA,RP,*05ng1*,,,,
Jeff Kobernus,SEA,OF,*01suz*,,,,
Will Kobos,PIT,RP,*04q1e*,,,,
Brandon Patrick Koch,MIA,RP,*03vcx*,,,,
Ian Koenig,SD,SP,*066aa*,,,,
Sam Koenig,LAA,1B,*03wkp*,,,,
Brody Koerner,CHW,RP,*03qu6*,,,,
Stephen Kohlscheen,SD,RP,*03h8p*,,,,
Michael Kohn,(N/A),RP,*01wts*,,,,
Zach Kohn,NYY,P,*051fy*,,,,
Tate Kolwyck,LAA,OF,*0664n*,,,,
Brandon Komar,SD,P,*0519w*,,,,
Erik Komatsu,MIL,OF,*021rp*,,,,
Edward Koncel,TEX,SS,*02hvb*,,,,
Zack Kone,(N/A),SS,*04pwt*,,,,
George Kontos,(N/A),RP,*021rr*,,,,
Connor Kopach,SEA,"2B,SS",*04q71*,,,,
Kenny Koplove,PHI,P,*03qts*,,,,
Bobby Korecky,TOR,RP,*005av*,,,,
Casey Kotchman,TOR,1B,*000hq*,,,,
Dakota Kotowski,PHI,OF,*066ak*,,,,
Michael Koval,(N/A),P,*041wg*,,,,
Alex Kowalczyk,TEX,C,*041x7*,,,,
Neil Kozikowski,PIT,P,*03172*,,,,
Pete Kozma,(N/A),3B,*01c56*,,,,
Tyler Krabbe,HOU,C,*051f1*,,,,
Robert Kral,SD,C,*02bxz*,,,,
Mitchell Kranson,MIN,"C,3B",*041v1*,,,,
Erik Kratz,(N/A),C,*01vx4*,,,,
Eli Kraus,STL,P,*04q6e*,,,,
Kyle Kraus,BOS,P,*02n0g*,,,,
Marc Krauss,NYM,1B,*01s8m*,,,,
Ben Krauth,CLE,P,*041zz*,,,,
Scott Krieger,MIL,OF,*02hgh*,,,,
Ryan Krill,NYY,1B,*03qnr*,,,,
Chadd Krist,CHW,C,*02c00*,,,,
Zac Kristofak,LAA,RP,*051ae*,,,,
Jason Krizan,SF,OF,*02bvy*,,,,
Josh Kroeger,ATL,OF,*0153k*,,,,
Zach Kroenke,WSH,RP,*01s8n*,,,,
Ian Krol,SD,RP,*01ubx*,,,,
Matt Kroon,PHI,"2B,3B,SS",*04q0h*,,,,
Evan Kruczynski,(N/A),SP,*04ek1*,,,,
Jack Kruger,TEX,C,*04239*,,,,
Austin Krum,NYY,OF,*021rw*,,,,
Raymond Kruml,NYY,OF,*021rx*,,,,
Austin Krzeminski,(N/A),RP,*05t6p*,,,,
David Kubiak,(N/A),SP,*05w82*,,,,
John Kuchno,PIT,P,*02n8y*,,,,
Jacob Kuebler,KC,P,*02hxc*,,,,
Justin Kuehn,CHW,P,*02hyf*,,,,
Collin Kuhn,CHW,OF,*02c3b*,,,,
Robert Kuhn,OAK,"2B,3B,OF",*03dmw*,,,,
Tyler Kuhn,CHW,OF,*01tl7*,,,,
Cody Kukuk,BOS,P,*02buy*,,,,
Kellen Kulbacki,SD,OF,*01f6u*,,,,
Ryan Kulik,STL,P,*02ht2*,,,,
Jeff Kunkel,DET,C,*021ry*,,,,
Eddie Kunz,SD,RP,*00yy0*,,,,
Fu-Lin Kuo,NYY,3B,*01sq0*,,,,
Hong-Chih Kuo,SD,RP,*000p4*,,,,
Aaron Kurcz,CHC,RP,*025kk*,,,,
Tyler Kuresa,MIN,1B,*02hkx*,,,,
Joe Kurrasch,SF,P,*02n1n*,,,,
Cody Kurz,ATL,P,*02n0u*,,,,
Ryan Kussmaul,CHW,RP,*02i2z*,,,,
Masumi Kuwata,PIT,P,*000w2*,,,,
Anton Kuznetsov,PHI,RP,*04oci*,,,,
Michael Kvasnicka,HOU,OF,*025et*,,,,
Kwang-Min Kwon,CHC,OF,*04072*,,,,
John La Prise,TOR,2B,*03qva*,,,,
Bobby LaFromboise,(N/A),RP,*02ht1*,,,,
William LaMarche,MIN,P,*02n8t*,,,,
Andy LaRoche,(N/A),3B,*00026*,,,,
John LaRossa,MIL,RP,*05rkl*,,,,
Carson LaRue,(N/A),SP,*041yo*,,,,
AJ Labas,NYM,P,*04epx*,,,,
Jack Labosky,TB,P,*04q4o*,,,,
Albert Laboy,PIT,OF,*021s0*,,,,
Jorge Labrador,SF,RP,*046y9*,,,,
Luis Lacen,SF,OF,*03dna*,,,,
Kevin Lachance,LAD,SS,*041vz*,,,,
Nick Lackney,PHI,P,*051dy*,,,,
Sherman Lacrus,TEX,OF,*0397w*,,,,
Devante Lacy,STL,OF,*0319p*,,,,
Tyler Ladendorf,(N/A),SS,*025hr*,,,,
A.J. Ladwig,MIA,P,*03dil*,,,,
Jesus Lage,(N/A),SS,*05xzh*,,,,
Brady Lail,(N/A),RP,*02n8v*,,,,
Nicolas Laio,TEX,P,*04q29*,,,,
Brandon Laird,(N/A),1B,*01slg*,,,,
Gerald Laird,(N/A),C,*0001e*,,,,
Mark Laird,PHI,OF,*03qnv*,,,,
Deshorn Lake,BOS,P,*02bz4*,,,,
Junior Lake,SEA,OF,*021s3*,,,,
Jared Lakind,PIT,RP,*03ask*,,,,
Blake Lalli,ARI,1B,*021s4*,,,,
Chris Lamb,OAK,P,*02byq*,,,,
John Lamb,(N/A),SP,*01sk8*,,,,
Will Lamb,TEX,P,*02brp*,,,,
Austin Lambright,KC,P,*04pus*,,,,
Mitchell Lambson,HOU,P,*02c54*,,,,
Andre Lamontagne,MIL,RP,*027ru*,,,,
Seth Lancaster,(N/A),"3B,SS",*04pt6*,,,,
Tyler Lancaster,STL,C,*0420a*,,,,
Carson Lance,DET,P,*04ep3*,,,,
Yorman Landa,MIN,SP,*03aqh*,,,,
Stephen Landazuri,SEA,SP,*03ca0*,,,,
Adam Landecker,PIT,"2B,3B",*03195*,,,,
Keith Landers,BAL,P,*02hxs*,,,,
Logan Landon,(N/A),OF,*03qp8*,,,,
Leon Landry,SEA,OF,*025ed*,,,,
Simon Landry,LAD,1B,*04q51*,,,,
Carmine Lane,MIA,C,*066f8*,,,,
Trevor Lane,NYY,SP,*041vx*,,,,
Trey Lang,CHC,P,*02mzr*,,,,
Brett Langhorne,ATL,3B,*04puf*,,,,
Cole Lankford,STL,3B,*03mxm*,,,,
Jake Lankie,(N/A),SP,*05ubj*,,,,
John Lannan,WSH,RP,*000p6*,,,,
Lucas Lanphere,TEX,P,*031g9*,,,,
Edinson Lantigua,PIT,OF,*03btr*,,,,
Jonas Lantigua,SD,1B,*03avc*,,,,
Andrew Lantrip,CLE,P,*041uc*,,,,
Garvis Lara,MIA,SS,*03ynf*,,,,
Janser Lara,(N/A),RP,*0403r*,,,,
Miguel Lara,TB,SP,*04z9l*,,,,
Rainy Lara,NYM,SP,*02zbj*,,,,
Mac Lardner,STL,SP,*05y5n*,,,,
Conor Larkin,TOR,SP,*05yni*,,,,
Blake Larson,(N/A),SP,*05ydm*,,,,
Zach Larson,MIN,OF,*02nab*,,,,
Ronier Lascarro,TEX,OF,*04sxu*,,,,
John Lash,(N/A),SP,*05y9d*,,,,
Justin Lasko,NYM,SP,*05w9h*,,,,
Landon Lassiter,CHW,"SS,OF",*02n6y*,,,,
Will Latcham,(N/A),RP,*04epv*,,,,
Quincy Latimore,PIT,OF,*021sc*,,,,
Mat Latos,(N/A),SP,*01fvo*,,,,
Adam Lau,(N/A),SP,*05tp1*,,,,
Alejandro Lavandero,MIL,P,*02n24*,,,,
Ryan Lavarnway,(N/A),C,*01ujr*,,,,
Justin Lavey,SEA,"2B,3B",*061pl*,,,,
Alex Lavisky,CLE,C,*025dv*,,,,
Adam Law,LAD,"3B,SS,OF",*03137*,,,,
"D,J, Law",(N/A),C,*05rl5*,,,,
Zacrey Law,(N/A),C,*03dvb*,,,,
Dustin Lawley,NYM,OF,*02c5a*,,,,
Ryan Lawlor,(N/A),SP,*03qng*,,,,
Brett Lawrie,(N/A),2B,*01cgl*,,,,
Holden Laws,SEA,P,*04pze*,,,,
Brandon Lawson,(N/A),SP,*041x3*,,,,
Cortland Lawson,WSH,SS,*065v5*,,,,
Tanner Lawson,ATL,P,*04q3t*,,,,
Jose Layer,SF,OF,*041xw*,,,,
Billy Layne Jr.,TEX,P,*04pv3*,,,,
Tommy Layne,(N/A),RP,*021se*,,,,
Raudel Lazo,BAL,RP,*02zpj*,,,,
Randy LeBlanc,MIN,P,*02ho4*,,,,
Sam LeCure,LAD,RP,*01sf3*,,,,
Brent Leach,MIL,RP,*01d6e*,,,,
Brandon League,(N/A),RP,*000us*,,,,
Mike Leake,(N/A),SP,*01sb7*,,,,
Jose Leal,SEA,OF,*03mus*,,,,
Yosmer Leal,MIL,SP,*03c6w*,,,,
Zack Leban,MIA,P,*04pwe*,,,,
Jason Leblebijian,TOR,SS,*02neb*,,,,
David Lebron,(N/A),SP,*061kt*,,,,
Jaimito Lebron,SD,SP,*03bvj*,,,,
Louie Lechich,CHW,OF,*03dev*,,,,
David Ledbetter,TEX,P,*031aw*,,,,
Ryan Ledbetter,TEX,P,*031fo*,,,,
Junnell Ledezma,DET,"1B,3B",*03o3z*,,,,
Darren Ledford,(N/A),C,*05yd5*,,,,
Brett Lee,MIN,P,*02bxt*,,,,
C.C. Lee,LAD,RP,*021sf*,,,,
Drew Lee,CHW,2B,*025e4*,,,,
Jacob Lee,LAA,P,*02n1y*,,,,
Michael Lee,BOS,P,*02hsu*,,,,
Nick Lee,(N/A),P,*02c4s*,,,,
Travis Lee,WSH,1B,*0152p*,,,,
Andrew Leenhouts,SF,P,*02ncu*,,,,
Charlie Leesman,PIT,SP,*021sg*,,,,
Luke Leftwich,(N/A),SP,*03qmg*,,,,
Pat Lehman,WSH,RP,*029uq*,,,,
Dalton Lehnen,NYY,P,*04ehc*,,,,
Brandon Leibrandt,(N/A),RP,*03dew*,,,,
Brennan Leitao,STL,RP,*03zur*,,,,
Ryan Leitch,PHI,C,*066aj*,,,,
Marcus Lemon,TEX,SS,*021si*,,,,
Kevin Lenik,(N/A),RP,*05r0m*,,,,
Jordan Lennerton,DET,1B,*030o9*,,,,
Ene Leon,MIA,C,*057p3*,,,,
Tomas Leoncio,BAL,SP,*04awl*,,,,
Justin Leone,TEX,3B,*0154z*,,,,
Oswel Leones,MIL,OF,*04yl4*,,,,
Cole Leonida,WSH,C,*02hib*,,,,
Anthony Lerew,LAA,SP,*000u9*,,,,
Adam Leverett,PHI,P,*051bn*,,,,
Artie Lewicki,(N/A),RP,*03dgv*,,,,
Chad Lewis,OAK,3B,*025ep*,,,,
Colby Lewis,(N/A),SP,*000cj*,,,,
Justin Lewis,ARI,P,*03dru*,,,,
Sam Lewis,ARI,RP,*04023*,,,,
Taylor Lewis,SEA,P,*02hys*,,,,
Taylor Lewis,ATL,RP,*03wh8*,,,,
Robinson Leyer,(N/A),RP,*03dhr*,,,,
Nino Leyja,OAK,SS,*02hwe*,,,,
Jordan Leyland,TOR,1B,*02n2e*,,,,
Patrick Leyland,DET,C,*02hix*,,,,
Brandon Leyton,ARI,"2B,SS",*04ug7*,,,,
Elier Leyva,BAL,OF,*03mph*,,,,
Jose Lezama,SD,C,*04ym8*,,,,
Arcenio Leon,(N/A),RP,*030u6*,,,,
Arnold Leon,TOR,RP,*01skk*,,,,
Adam Liberatore,(N/A),RP,*03m66*,,,,
Ernesto Liberatore,(N/A),C,*05r12*,,,,
Alex Liddi,(N/A),1B,*01sbc*,,,,
Ryan Lidge,NYY,C,*04erq*,,,,
Wilberson Liendo,(N/A),RP,*05xnv*,,,,
Daniel Lietz,TOR,P,*031bc*,,,,
Pat Light,(N/A),RP,*02mwc*,,,,
Ryan Lillie,(N/A),P,*04egy*,,,,
Blake Lillis,MIL,P,*0426u*,,,,
Che-Hsuan Lin,(N/A),OF,*01sxx*,,,,
Hsin-Chieh Lin,PHI,SP,*05oz8*,,,,
Huei-Sheng Lin,LAD,RP,*04ylv*,,,,
Lyle Lin,ARI,C,*041zx*,,,,
Tzu-Wei Lin,(N/A),2B,*02no8*,,,,
Hector Linares,STL,SS,*03btt*,,,,
Jose Linares,(N/A),RP,*066tc*,,,,
Leandro Linares,CLE,RP,*0337e*,,,,
Jesus Linarez,(N/A),SP,*05r2q*,,,,
Adam Lind,(N/A),1B,*000g5*,,,,
Thomas Lindauer,HOU,SS,*031go*,,,,
Karsen Lindell,CIN,RP,*03qoa*,,,,
Matt Lindstrom,(N/A),RP,*0009r*,,,,
Eli Lingos,CLE,P,*04q50*,,,,
Steven Linkous,(N/A),OF,*0424i*,,,,
Jackson Linn,(N/A),OF,*05yh8*,,,,
Gabriel Lino,PHI,C,*02i50*,,,,
Trey Lipsey,(N/A),OF,*066is*,,,,
Jesus Liranzo,(N/A),SP,*04af8*,,,,
Rymer Liriano,(N/A),OF,*01sdy*,,,,
Welin Liriano,TEX,SS,*0406y*,,,,
Marcus Littlewood,SEA,SS,*025iz*,,,,
Connor Litton,PHI,"1B,3B",*04q1z*,,,,
Justin Livengood,SD,P,*0317c*,,,,
Gabriel Llanes,NYM,P,*03dou*,,,,
Alex Llanos,KC,OF,*024bi*,,,,
Mariano Llorens,STL,P,*02ne8*,,,,
Kyle Lloyd,(N/A),SP,*03mhu*,,,,
Matt Lloyd,CIN,"1B,OF",*051bi*,,,,
Chia-Jen Lo,(N/A),RP,*01scp*,,,,
Dominic LoBrutto,BOS,P,*04eqt*,,,,
Jose Lobaton,(N/A),C,*01f3b*,,,,
Kyle Lobstein,(N/A),RP,*01sgv*,,,,
Jeff Locke,(N/A),SP,*01eqj*,,,,
Daniel Lockhart,CHC,SS,*02bxh*,,,,
Brett Lockwood,CIN,RP,*05y02*,,,,
Trace Loehr,(N/A),2B,*03dff*,,,,
Conner Loepich,PIT,P,*04q25*,,,,
Joshua Loeschorn,PIT,SP,*066fm*,,,,
Morgan Lofstrom,CIN,C,*0314k*,,,,
Bradley Loftin,(N/A),SP,*067yg*,,,,
Blake Logan,MIA,P,*02n50*,,,,
Boone Logan,(N/A),RP,*00048*,,,,
Drake Logan,CHW,3B,*066fj*,,,,
Carter Lohman,LAD,SP,*0665s*,,,,
Devin Lohman,CIN,SS,*025eq*,,,,
Matt Lollis,SD,SP,*023f4*,,,,
Steve Lombardozzi,(N/A),2B,*01t3h*,,,,
Dylan Lonergan,(N/A),SP,*05ubm*,,,,
James Loney,NYM,1B,*00009*,,,,
Ethan Long,(N/A),1B,*05uc9*,,,,
Jaron Long,NYY,SP,*03gl7*,,,,
Kenny Long,HOU,P,*02nbp*,,,,
Lucas Long,BAL,P,*03dvm*,,,,
Matt Long,LAA,OF,*021sq*,,,,
Nick Longhi,(N/A),1B,*0377y*,,,,
